Query ID: 1 ; Query: coronavirus origin
Top 2 -> Document ID: 5tb29n9s ; Score: 0.32789208671511405
Top 3 -> Document ID: lwpzlhw2 ; Score: 0.32212963596033733
Top 4 -> Document ID: x6bryq9d ; Score: 0.32031300638358323
Top 5 -> Document ID: aeogp8c7 ; Score: 0.31824666648824257
Top 6 -> Document ID: 602a2xdn ; Score: 0.31505669247089263
Top 7 -> Document ID: d2knbzhl ; Score: 0.31496473710788503
Top 8 -> Document ID: 81knkem4 ; Score: 0.31242227083723795
Top 9 -> Document ID: 5g2hnk1x ; Score: 0.30864685469495085
Top 10 -> Document ID: gnxbfcod ; Score: 0.2957401836940043
Top 11 -> Document ID: ssa59gng ; Score: 0.2913243708389507
Top 12 -> Document ID: sprvon1t ; Score: 0.29126546408166104
Top 13 -> Document ID: knv0zd26 ; Score: 0.29016941411864944
Top 14 -> Document ID: hrb0shhg ; Score: 0.28937299908987496
Top 15 -> Document ID: 08ds967z ; Score: 0.2889062996905905
Top 16 -> Document ID: 9ai2bmqp ; Score: 0.2883325224050304
Top 17 -> Document ID: m7eonmga ; Score: 0.2881341610189253
Top 18 -> Document ID: kwq2y3il ; Score: 0.2880561585212039
Top 19 -> Document ID: jp8y1owf ; Score: 0.2873487233325342
Top 20 -> Document ID: v08cs51n ; Score: 0.28664706201679074
Top 21 -> Document ID: yo5ojr0s ; Score: 0.285885408355704
Top 22 -> Document ID: 0y8lfjkx ; Score: 0.2841576203444456
Top 23 -> Document ID: 57zdu3o2 ; Score: 0.2824283919842159
Top 24 -> Document ID: xdg5mkum ; Score: 0.2824227111516059
Top 25 -> Document ID: y4n1gqeb ; Score: 0.28222022665846164
Top 26 -> Document ID: a2x1hvkk ; Score: 0.2819205227123308
Top 27 -> Document ID: iusv19qd ; Score: 0.28148579188860257
Top 28 -> Document ID: 0dac26xk ; Score: 0.28144658826395597
Top 29 -> Document ID: t1iuhx3a ; Score: 0.279216559579325
Top 30 -> Document ID: ne5r4d4b ; Score: 0.27892692565450194
Top 31 -> Document ID: qp13h0un ; Score: 0.27740298208456876
Top 32 -> Document ID: i6um5iu2 ; Score: 0.27729175435845255
Top 33 -> Document ID: t1qbg7bj ; Score: 0.27622874001710235
Top 34 -> Document ID: 7ve9gs2a ; Score: 0.2761616042378256
Top 35 -> Document ID: 79v0hdi9 ; Score: 0.2754478301724334
Top 36 -> Document ID: stnjl8f8 ; Score: 0.27431283488511515
Top 37 -> Document ID: gbyyehbu ; Score: 0.2729692793075938
Top 38 -> Document ID: paikguqy ; Score: 0.27170602629549595
Top 39 -> Document ID: fjsrg656 ; Score: 0.2706230601191511
Top 40 -> Document ID: dopa8hxy ; Score: 0.2705908583624071
Top 41 -> Document ID: gl65i3s0 ; Score: 0.27053264249071074
Top 42 -> Document ID: klesewbt ; Score: 0.27011322056082904
Top 43 -> Document ID: utn21ce1 ; Score: 0.2698365508355919
Top 44 -> Document ID: ipoj13va ; Score: 0.26736016652652644
Top 45 -> Document ID: a3groawt ; Score: 0.26657673252631914
Top 46 -> Document ID: 944w4qgq ; Score: 0.2664924483050562
Top 47 -> Document ID: nc05llre ; Score: 0.2658870209337011
Top 48 -> Document ID: ubg3mj4u ; Score: 0.26585625132919677
Top 49 -> Document ID: i98p6e8q ; Score: 0.2653536756138376
Top 50 -> Document ID: 80dfqjql ; Score: 0.2645559569758886
Query ID: 10 ; Query: coronavirus social distancing impact
Top 1 -> Document ID: qtc4lrk6 ; Score: 0.37381479046106497
Top 2 -> Document ID: utlponna ; Score: 0.3017175916780289
Top 3 -> Document ID: y8o5j2be ; Score: 0.2954316423549668
Top 4 -> Document ID: qqsefagq ; Score: 0.2812278713837739
Top 5 -> Document ID: dp33l9n2 ; Score: 0.2739435411034035
Top 6 -> Document ID: d4dnz2lk ; Score: 0.2695632145219608
Top 7 -> Document ID: 5ezqv94a ; Score: 0.26515122893557425
Top 8 -> Document ID: 5tb29n9s ; Score: 0.2516186097333888
Top 9 -> Document ID: xfjexm5b ; Score: 0.24974750268285872
Top 10 -> Document ID: 6zployed ; Score: 0.24956238798639094
Top 11 -> Document ID: lwpzlhw2 ; Score: 0.2471966065612482
Top 12 -> Document ID: x6bryq9d ; Score: 0.24580255703390919
Top 13 -> Document ID: aeogp8c7 ; Score: 0.24421688420809926
Top 14 -> Document ID: 602a2xdn ; Score: 0.24176895435601778
Top 15 -> Document ID: d2knbzhl ; Score: 0.24169838943074223
Top 16 -> Document ID: gnxbfcod ; Score: 0.24081935777858268
Top 17 -> Document ID: 81knkem4 ; Score: 0.2397473456140914
Top 18 -> Document ID: ophojm43 ; Score: 0.23708687453209748
Top 19 -> Document ID: 5g2hnk1x ; Score: 0.23685015779109694
Top 20 -> Document ID: eabho73n ; Score: 0.23133838233421303
Top 21 -> Document ID: p5bahejq ; Score: 0.23114344780757645
Top 22 -> Document ID: v0dkbn5l ; Score: 0.230694447124939
Top 23 -> Document ID: gl65i3s0 ; Score: 0.22949409029136358
Top 24 -> Document ID: ycmqt1tv ; Score: 0.22549790159071909
Top 25 -> Document ID: ssa59gng ; Score: 0.22355718891026263
Top 26 -> Document ID: sprvon1t ; Score: 0.22351198490268315
Top 27 -> Document ID: lusrcpns ; Score: 0.22271088834612604
Top 28 -> Document ID: knv0zd26 ; Score: 0.22267089547398058
Top 29 -> Document ID: hrb0shhg ; Score: 0.22205974061410402
Top 30 -> Document ID: 08ds967z ; Score: 0.2217016037185546
Top 31 -> Document ID: 9ai2bmqp ; Score: 0.22126129713983966
Top 32 -> Document ID: m7eonmga ; Score: 0.22110907810736297
Top 33 -> Document ID: kwq2y3il ; Score: 0.221049220365052
Top 34 -> Document ID: jp8y1owf ; Score: 0.2205063470666055
Top 35 -> Document ID: nzat41wu ; Score: 0.22048938413985342
Top 36 -> Document ID: v08cs51n ; Score: 0.2199679045365042
Top 37 -> Document ID: yo5ojr0s ; Score: 0.21938342493767968
Top 38 -> Document ID: 0y8lfjkx ; Score: 0.2180575508622721
Top 39 -> Document ID: c3kngf3f ; Score: 0.2179276593357898
Top 40 -> Document ID: j0z20rx5 ; Score: 0.21720494654285227
Top 41 -> Document ID: pqmaays5 ; Score: 0.216776937751225
Top 42 -> Document ID: 57zdu3o2 ; Score: 0.2167305714884436
Top 43 -> Document ID: xdg5mkum ; Score: 0.2167262121175976
Top 44 -> Document ID: y4n1gqeb ; Score: 0.2165708290854301
Top 45 -> Document ID: a2x1hvkk ; Score: 0.2163408415580929
Top 46 -> Document ID: iusv19qd ; Score: 0.2160072367841241
Top 47 -> Document ID: 0dac26xk ; Score: 0.21597715261335648
Top 48 -> Document ID: hlsvu1cg ; Score: 0.21551411490800326
Top 49 -> Document ID: t1iuhx3a ; Score: 0.21426586789491817
Top 50 -> Document ID: ne5r4d4b ; Score: 0.21404360792449406
Query ID: 11 ; Query: coronavirus hospital rationing
Top 1 -> Document ID: ueai8tno ; Score: 0.34120000842314935
Top 2 -> Document ID: k8ik6gk0 ; Score: 0.3283910998050834
Top 3 -> Document ID: 74asiiup ; Score: 0.3208992137450781
Top 4 -> Document ID: a7azoulm ; Score: 0.3118964584986287
Top 5 -> Document ID: alcq4jf8 ; Score: 0.30663957928342006
Top 6 -> Document ID: 0edbnlo6 ; Score: 0.3017523481192448
Top 7 -> Document ID: qdxqnwee ; Score: 0.30161953630851956
Top 8 -> Document ID: 5tb29n9s ; Score: 0.29923314787258737
Top 9 -> Document ID: lwpzlhw2 ; Score: 0.2939743558837744
Top 10 -> Document ID: x6bryq9d ; Score: 0.29231650621678057
Top 11 -> Document ID: 4bltio08 ; Score: 0.29086165018824367
Top 12 -> Document ID: aeogp8c7 ; Score: 0.2904307718044258
Top 13 -> Document ID: e8073l9p ; Score: 0.2885804842769917
Top 14 -> Document ID: 602a2xdn ; Score: 0.2875196129033184
Top 15 -> Document ID: d2knbzhl ; Score: 0.28743569476728714
Top 16 -> Document ID: vi51uons ; Score: 0.28712448330729273
Top 17 -> Document ID: hbhtbgzd ; Score: 0.28678445610029063
Top 18 -> Document ID: xx0q6jfw ; Score: 0.2854216386902836
Top 19 -> Document ID: 81knkem4 ; Score: 0.28511544912443754
Top 20 -> Document ID: p6dngju1 ; Score: 0.2831262861567726
Top 21 -> Document ID: fwnjby5p ; Score: 0.28197077565226514
Top 22 -> Document ID: 5g2hnk1x ; Score: 0.2816700178299425
Top 23 -> Document ID: vbye4nrj ; Score: 0.28007854756676875
Top 24 -> Document ID: 93whg9zx ; Score: 0.2793584271196265
Top 25 -> Document ID: a1v441nc ; Score: 0.27841579003450106
Top 26 -> Document ID: xdexrlq3 ; Score: 0.2779478159094514
Top 27 -> Document ID: lad31adx ; Score: 0.27672612918312933
Top 28 -> Document ID: 2zanmu5z ; Score: 0.2746346451330507
Top 29 -> Document ID: pk6ji4nj ; Score: 0.2744367979522594
Top 30 -> Document ID: nz02frdm ; Score: 0.27234401154450477
Top 31 -> Document ID: tgu72tfl ; Score: 0.27119538105178886
Top 32 -> Document ID: gnxbfcod ; Score: 0.26989143594692
Top 33 -> Document ID: ua6in488 ; Score: 0.26963600922375225
Top 34 -> Document ID: ilt8776o ; Score: 0.26747353860904793
Top 35 -> Document ID: xz2hnym0 ; Score: 0.26713522170863246
Top 36 -> Document ID: upvijmrg ; Score: 0.26650091356031336
Top 37 -> Document ID: ssa59gng ; Score: 0.26586158089835343
Top 38 -> Document ID: sprvon1t ; Score: 0.26580782280192805
Top 39 -> Document ID: soiimy63 ; Score: 0.2656958040641881
Top 40 -> Document ID: knv0zd26 ; Score: 0.2648075715182106
Top 41 -> Document ID: hrb0shhg ; Score: 0.26408076600588276
Top 42 -> Document ID: fsbp4fky ; Score: 0.26388338252468574
Top 43 -> Document ID: 08ds967z ; Score: 0.26365485780005443
Top 44 -> Document ID: 9ai2bmqp ; Score: 0.2631312306974427
Top 45 -> Document ID: m7eonmga ; Score: 0.26295020680456616
Top 46 -> Document ID: kwq2y3il ; Score: 0.2628790220035881
Top 47 -> Document ID: ecqpltrn ; Score: 0.26235701276654194
Top 48 -> Document ID: jp8y1owf ; Score: 0.262233419175712
Top 49 -> Document ID: 8kg6wi88 ; Score: 0.26159823836496
Top 50 -> Document ID: v08cs51n ; Score: 0.26159308556365757
Query ID: 12 ; Query: coronavirus quarantine
Top 1 -> Document ID: 64igat2s ; Score: 1.0878861579920172
Top 2 -> Document ID: 5tb29n9s ; Score: 1.0159547900863146
Top 3 -> Document ID: lwpzlhw2 ; Score: 0.9981001675316737
Top 4 -> Document ID: x6bryq9d ; Score: 0.9924714451712
Top 5 -> Document ID: aeogp8c7 ; Score: 0.9860690097368804
Top 6 -> Document ID: 2g6jxi5k ; Score: 0.9821140043688473
Top 7 -> Document ID: 602a2xdn ; Score: 0.9761850585392617
Top 8 -> Document ID: d2knbzhl ; Score: 0.9759001401307158
Top 9 -> Document ID: 81knkem4 ; Score: 0.9680224544806163
Top 10 -> Document ID: bpu3hpbn ; Score: 0.9626198898141564
Top 11 -> Document ID: 5g2hnk1x ; Score: 0.9563245444982436
Top 12 -> Document ID: d0dblf7y ; Score: 0.9542057659406131
Top 13 -> Document ID: ts3llerc ; Score: 0.9496922969414585
Top 14 -> Document ID: s0zdqd6d ; Score: 0.9264990070429624
Top 15 -> Document ID: gnxbfcod ; Score: 0.9163339660160232
Top 16 -> Document ID: ssa59gng ; Score: 0.9026518236161846
Top 17 -> Document ID: sprvon1t ; Score: 0.9024693044134906
Top 18 -> Document ID: knv0zd26 ; Score: 0.8990732565818667
Top 19 -> Document ID: hrb0shhg ; Score: 0.8966056103770249
Top 20 -> Document ID: ax81vr3g ; Score: 0.8956629850930374
Top 21 -> Document ID: 08ds967z ; Score: 0.8951595691047772
Top 22 -> Document ID: 9ai2bmqp ; Score: 0.8933817531545741
Top 23 -> Document ID: m7eonmga ; Score: 0.8927671417975251
Top 24 -> Document ID: kwq2y3il ; Score: 0.8925254555403401
Top 25 -> Document ID: jp8y1owf ; Score: 0.890333508257303
Top 26 -> Document ID: 73yg1bi1 ; Score: 0.8895721860795744
Top 27 -> Document ID: v08cs51n ; Score: 0.8881594509877622
Top 28 -> Document ID: yo5ojr0s ; Score: 0.8857995108833212
Top 29 -> Document ID: 0y8lfjkx ; Score: 0.8804460590087207
Top 30 -> Document ID: i2acghft ; Score: 0.8752109153210531
Top 31 -> Document ID: 57zdu3o2 ; Score: 0.8750881442955949
Top 32 -> Document ID: xdg5mkum ; Score: 0.875070542562172
Top 33 -> Document ID: y4n1gqeb ; Score: 0.8744431559948749
Top 34 -> Document ID: a2x1hvkk ; Score: 0.8735145405387053
Top 35 -> Document ID: iusv19qd ; Score: 0.8721675520609118
Top 36 -> Document ID: 0dac26xk ; Score: 0.8720460818825753
Top 37 -> Document ID: t1iuhx3a ; Score: 0.8651364661401582
Top 38 -> Document ID: ne5r4d4b ; Score: 0.8642390520663896
Top 39 -> Document ID: qp13h0un ; Score: 0.8595172004803828
Top 40 -> Document ID: i6um5iu2 ; Score: 0.8591725677621301
Top 41 -> Document ID: t1qbg7bj ; Score: 0.855878878906005
Top 42 -> Document ID: 7ve9gs2a ; Score: 0.8556708625515218
Top 43 -> Document ID: 79v0hdi9 ; Score: 0.8534592746231902
Top 44 -> Document ID: 6f6t558e ; Score: 0.8519968271432472
Top 45 -> Document ID: stnjl8f8 ; Score: 0.849942556941991
Top 46 -> Document ID: gbyyehbu ; Score: 0.8457796271854213
Top 47 -> Document ID: paikguqy ; Score: 0.8418655103136506
Top 48 -> Document ID: fjsrg656 ; Score: 0.8385100018432222
Top 49 -> Document ID: dopa8hxy ; Score: 0.8384102265502561
Top 50 -> Document ID: gl65i3s0 ; Score: 0.838229848016875
Query ID: 13 ; Query: how does coronavirus spread
Top 1 -> Document ID: 9fkrf3tf ; Score: 0.783478811844586
Top 2 -> Document ID: 80dfqjql ; Score: 0.6171093907773049
Top 3 -> Document ID: 5tb29n9s ; Score: 0.5873037849156101
Top 4 -> Document ID: lwpzlhw2 ; Score: 0.5769823734641327
Top 5 -> Document ID: x6bryq9d ; Score: 0.5737285180969421
Top 6 -> Document ID: aeogp8c7 ; Score: 0.5700273941887274
Top 7 -> Document ID: w6bk2x1n ; Score: 0.5681798621471977
Top 8 -> Document ID: 602a2xdn ; Score: 0.5643136734553575
Top 9 -> Document ID: d2knbzhl ; Score: 0.5641489676422997
Top 10 -> Document ID: kwq2y3il ; Score: 0.5606394852393262
Top 11 -> Document ID: 81knkem4 ; Score: 0.5595950301602137
Top 12 -> Document ID: jawwrsa5 ; Score: 0.5570922066047777
Top 13 -> Document ID: 5g2hnk1x ; Score: 0.5528326949900967
Top 14 -> Document ID: 52kqp9yw ; Score: 0.5420495988682061
Top 15 -> Document ID: u1claajf ; Score: 0.5367840832997056
Top 16 -> Document ID: gnxbfcod ; Score: 0.52971491619447
Top 17 -> Document ID: v5sya5to ; Score: 0.5281825466181898
Top 18 -> Document ID: ssa59gng ; Score: 0.5218055346987669
Top 19 -> Document ID: sprvon1t ; Score: 0.5217000238831204
Top 20 -> Document ID: knv0zd26 ; Score: 0.5197368344137369
Top 21 -> Document ID: hrb0shhg ; Score: 0.518310335941484
Top 22 -> Document ID: 08ds967z ; Score: 0.5174744074920861
Top 23 -> Document ID: 9ai2bmqp ; Score: 0.5164466865278993
Top 24 -> Document ID: m7eonmga ; Score: 0.5160913916075256
Top 25 -> Document ID: jp8y1owf ; Score: 0.5146845551978576
Top 26 -> Document ID: v08cs51n ; Score: 0.5134277748022299
Top 27 -> Document ID: yo5ojr0s ; Score: 0.5120635391403314
Top 28 -> Document ID: 3p5jdg5u ; Score: 0.5113975271646715
Top 29 -> Document ID: k9xhphpl ; Score: 0.5109798312401849
Top 30 -> Document ID: 0y8lfjkx ; Score: 0.5089688123089836
Top 31 -> Document ID: 57zdu3o2 ; Score: 0.5058715055971303
Top 32 -> Document ID: xdg5mkum ; Score: 0.5058613303759874
Top 33 -> Document ID: y4n1gqeb ; Score: 0.5054986503540274
Top 34 -> Document ID: jjdtuofy ; Score: 0.5051832441565284
Top 35 -> Document ID: a2x1hvkk ; Score: 0.50496183574627
Top 36 -> Document ID: iusv19qd ; Score: 0.504183167798675
Top 37 -> Document ID: 0dac26xk ; Score: 0.5041129482414786
Top 38 -> Document ID: t1iuhx3a ; Score: 0.5001186332213297
Top 39 -> Document ID: ne5r4d4b ; Score: 0.49959985552836156
Top 40 -> Document ID: msohf5oa ; Score: 0.49736059756234796
Top 41 -> Document ID: qp13h0un ; Score: 0.4968702445896347
Top 42 -> Document ID: i6um5iu2 ; Score: 0.4966710190908127
Top 43 -> Document ID: t1qbg7bj ; Score: 0.4947670013624526
Top 44 -> Document ID: 7ve9gs2a ; Score: 0.4946467511372413
Top 45 -> Document ID: 79v0hdi9 ; Score: 0.49336827499474245
Top 46 -> Document ID: stnjl8f8 ; Score: 0.4913353286227169
Top 47 -> Document ID: v13k3mm2 ; Score: 0.4910115634388562
Top 48 -> Document ID: gbyyehbu ; Score: 0.4889288195671679
Top 49 -> Document ID: 9le7uk7m ; Score: 0.4868635437642474
Top 50 -> Document ID: paikguqy ; Score: 0.48666614442076916
Query ID: 14 ; Query: coronavirus super spreaders
Top 1 -> Document ID: v5egtgdo ; Score: 0.2432694006665995
Top 2 -> Document ID: 414grqif ; Score: 0.22223062033490792
Top 3 -> Document ID: 5tb29n9s ; Score: 0.1762128345615148
Top 4 -> Document ID: lwpzlhw2 ; Score: 0.17311602978134152
Top 5 -> Document ID: x6bryq9d ; Score: 0.17213975295113473
Top 6 -> Document ID: aeogp8c7 ; Score: 0.17102927903340984
Top 7 -> Document ID: 602a2xdn ; Score: 0.16931495170881294
Top 8 -> Document ID: d2knbzhl ; Score: 0.16926553387951723
Top 9 -> Document ID: 81knkem4 ; Score: 0.16789918438076576
Top 10 -> Document ID: 5g2hnk1x ; Score: 0.16587023398203374
Top 11 -> Document ID: gnxbfcod ; Score: 0.15893404621180032
Top 12 -> Document ID: ssa59gng ; Score: 0.15656093953552289
Top 13 -> Document ID: sprvon1t ; Score: 0.15652928239252553
Top 14 -> Document ID: knv0zd26 ; Score: 0.15594025301783643
Top 15 -> Document ID: hrb0shhg ; Score: 0.15551225077138492
Top 16 -> Document ID: 08ds967z ; Score: 0.15526144135155429
Top 17 -> Document ID: 9ai2bmqp ; Score: 0.15495308709113748
Top 18 -> Document ID: m7eonmga ; Score: 0.15484648548795973
Top 19 -> Document ID: kwq2y3il ; Score: 0.15480456608281623
Top 20 -> Document ID: jp8y1owf ; Score: 0.15442438258673705
Top 21 -> Document ID: v08cs51n ; Score: 0.15404730203383932
Top 22 -> Document ID: yo5ojr0s ; Score: 0.15363798093091544
Top 23 -> Document ID: av8ww9fd ; Score: 0.15286181617197833
Top 24 -> Document ID: 0y8lfjkx ; Score: 0.15270944854077645
Top 25 -> Document ID: 57zdu3o2 ; Score: 0.15178014209116705
Top 26 -> Document ID: xdg5mkum ; Score: 0.15177708914888074
Top 27 -> Document ID: y4n1gqeb ; Score: 0.1516682717423701
Top 28 -> Document ID: a2x1hvkk ; Score: 0.15150720752637742
Top 29 -> Document ID: iusv19qd ; Score: 0.15127357837268887
Top 30 -> Document ID: 0dac26xk ; Score: 0.1512525099111311
Top 31 -> Document ID: t1iuhx3a ; Score: 0.15005406782730693
Top 32 -> Document ID: j74wnaef ; Score: 0.1499587734226716
Top 33 -> Document ID: ne5r4d4b ; Score: 0.14989841535216017
Top 34 -> Document ID: qp13h0un ; Score: 0.1490794312197281
Top 35 -> Document ID: i6um5iu2 ; Score: 0.14901965620930585
Top 36 -> Document ID: t1qbg7bj ; Score: 0.14844838054313947
Top 37 -> Document ID: 7ve9gs2a ; Score: 0.14841230103269634
Top 38 -> Document ID: 79v0hdi9 ; Score: 0.1480287109541455
Top 39 -> Document ID: stnjl8f8 ; Score: 0.1474187519313586
Top 40 -> Document ID: gbyyehbu ; Score: 0.1466967103015108
Top 41 -> Document ID: paikguqy ; Score: 0.14601782415863315
Top 42 -> Document ID: fjsrg656 ; Score: 0.14543582615563233
Top 43 -> Document ID: dopa8hxy ; Score: 0.14541852057534044
Top 44 -> Document ID: gl65i3s0 ; Score: 0.14538723472190354
Top 45 -> Document ID: klesewbt ; Score: 0.145161832737116
Top 46 -> Document ID: utn21ce1 ; Score: 0.14501314736623738
Top 47 -> Document ID: ipoj13va ; Score: 0.14368231104464232
Top 48 -> Document ID: a3groawt ; Score: 0.14326128494653967
Top 49 -> Document ID: 944w4qgq ; Score: 0.14321598967367613
Top 50 -> Document ID: nc05llre ; Score: 0.14289062630703808
Query ID: 15 ; Query: coronavirus outside body
Top 1 -> Document ID: 5tb29n9s ; Score: 0.6469047319021092
Top 2 -> Document ID: lwpzlhw2 ; Score: 0.6355358797350339
Top 3 -> Document ID: x6bryq9d ; Score: 0.631951815596467
Top 4 -> Document ID: aeogp8c7 ; Score: 0.6278750930704506
Top 5 -> Document ID: 602a2xdn ; Score: 0.6215815307367509
Top 6 -> Document ID: d2knbzhl ; Score: 0.6214001101966905
Top 7 -> Document ID: 81knkem4 ; Score: 0.6163840286021013
Top 8 -> Document ID: 5g2hnk1x ; Score: 0.6089354360123475
Top 9 -> Document ID: gnxbfcod ; Score: 0.5834716115350269
Top 10 -> Document ID: 2w3bx6p8 ; Score: 0.5770431325812526
Top 11 -> Document ID: ssa59gng ; Score: 0.5747595677045507
Top 12 -> Document ID: sprvon1t ; Score: 0.5746433494072034
Top 13 -> Document ID: knv0zd26 ; Score: 0.5724809309280733
Top 14 -> Document ID: hrb0shhg ; Score: 0.5709096680902488
Top 15 -> Document ID: 08ds967z ; Score: 0.5699889076876493
Top 16 -> Document ID: 9ai2bmqp ; Score: 0.568856891222094
Top 17 -> Document ID: m7eonmga ; Score: 0.5684655401511256
Top 18 -> Document ID: kwq2y3il ; Score: 0.5683116474927767
Top 19 -> Document ID: jp8y1owf ; Score: 0.5669159347274909
Top 20 -> Document ID: v08cs51n ; Score: 0.5655316133493983
Top 21 -> Document ID: yo5ojr0s ; Score: 0.5640289318959857
Top 22 -> Document ID: 0y8lfjkx ; Score: 0.5606201450252677
Top 23 -> Document ID: 57zdu3o2 ; Score: 0.5572085164618013
Top 24 -> Document ID: xdg5mkum ; Score: 0.5571973086356735
Top 25 -> Document ID: y4n1gqeb ; Score: 0.5567978230059223
Top 26 -> Document ID: a2x1hvkk ; Score: 0.5562065312096973
Top 27 -> Document ID: iusv19qd ; Score: 0.555348842237112
Top 28 -> Document ID: 0dac26xk ; Score: 0.5552714966367785
Top 29 -> Document ID: t1iuhx3a ; Score: 0.5508718292864084
Top 30 -> Document ID: ne5r4d4b ; Score: 0.5503004048328192
Top 31 -> Document ID: qp13h0un ; Score: 0.547293786660304
Top 32 -> Document ID: i6um5iu2 ; Score: 0.5470743432968972
Top 33 -> Document ID: t1qbg7bj ; Score: 0.54497710144398
Top 34 -> Document ID: 7ve9gs2a ; Score: 0.5448446479476815
Top 35 -> Document ID: 79v0hdi9 ; Score: 0.543436429088126
Top 36 -> Document ID: stnjl8f8 ; Score: 0.5411971746144714
Top 37 -> Document ID: gbyyehbu ; Score: 0.5385464474518264
Top 38 -> Document ID: paikguqy ; Score: 0.536054150796233
Top 39 -> Document ID: fjsrg656 ; Score: 0.5339175455765526
Top 40 -> Document ID: dopa8hxy ; Score: 0.5338540140987973
Top 41 -> Document ID: gl65i3s0 ; Score: 0.5337391588631938
Top 42 -> Document ID: klesewbt ; Score: 0.5329116731076754
Top 43 -> Document ID: utn21ce1 ; Score: 0.5323658259778375
Top 44 -> Document ID: ipoj13va ; Score: 0.5274801187819379
Top 45 -> Document ID: a3groawt ; Score: 0.5259344664700923
Top 46 -> Document ID: 944w4qgq ; Score: 0.5257681804761059
Top 47 -> Document ID: nc05llre ; Score: 0.5245737209352359
Top 48 -> Document ID: ubg3mj4u ; Score: 0.5245130149787365
Top 49 -> Document ID: i98p6e8q ; Score: 0.5235214734881747
Top 50 -> Document ID: 80dfqjql ; Score: 0.5219476387342299
Query ID: 16 ; Query: how long does coronavirus survive on surfaces
Top 1 -> Document ID: tjplc5j6 ; Score: 0.7521591165523815
Top 2 -> Document ID: 0y8lfjkx ; Score: 0.6699375995499992
Top 3 -> Document ID: 80dfqjql ; Score: 0.6695362544320582
Top 4 -> Document ID: 57zdu3o2 ; Score: 0.588337178732216
Top 5 -> Document ID: k9xhphpl ; Score: 0.5637394507440717
Top 6 -> Document ID: gnxbfcod ; Score: 0.5529358521752481
Top 7 -> Document ID: 90qq0xsw ; Score: 0.5509052510419358
Top 8 -> Document ID: 0dac26xk ; Score: 0.5235581600092161
Top 9 -> Document ID: yr1dq258 ; Score: 0.5230291891764387
Top 10 -> Document ID: 4ziz0llu ; Score: 0.5208601012398959
Top 11 -> Document ID: 5gayhkxx ; Score: 0.5176432186620019
Top 12 -> Document ID: iusv19qd ; Score: 0.5176029134685604
Top 13 -> Document ID: e6e5nvn9 ; Score: 0.5138244519121289
Top 14 -> Document ID: 3u9m8ign ; Score: 0.4950887429270373
Top 15 -> Document ID: hgau3922 ; Score: 0.4928824987047117
Top 16 -> Document ID: qz68gtd4 ; Score: 0.48496252116284266
Top 17 -> Document ID: xdg5mkum ; Score: 0.4845403098663038
Top 18 -> Document ID: 5tb29n9s ; Score: 0.48300724569606607
Top 19 -> Document ID: ntycd4hy ; Score: 0.47596371927277337
Top 20 -> Document ID: d66lwylf ; Score: 0.4748533513201344
Top 21 -> Document ID: lwpzlhw2 ; Score: 0.47451876555185885
Top 22 -> Document ID: hky6isk2 ; Score: 0.4744173615168161
Top 23 -> Document ID: hiw576og ; Score: 0.4734525645528972
Top 24 -> Document ID: pk8u9m7h ; Score: 0.472062998604139
Top 25 -> Document ID: x6bryq9d ; Score: 0.4718427471791424
Top 26 -> Document ID: aeogp8c7 ; Score: 0.4687988885989639
Top 27 -> Document ID: f6ikfoe8 ; Score: 0.46666342536621613
Top 28 -> Document ID: 7p740wp8 ; Score: 0.46587053330960704
Top 29 -> Document ID: 602a2xdn ; Score: 0.4640998408744579
Top 30 -> Document ID: d2knbzhl ; Score: 0.46396438439834026
Top 31 -> Document ID: 4d4l6mzl ; Score: 0.46194250959474975
Top 32 -> Document ID: 81knkem4 ; Score: 0.4602191594282501
Top 33 -> Document ID: fjsrg656 ; Score: 0.457191599241325
Top 34 -> Document ID: 5g2hnk1x ; Score: 0.4546577158127263
Top 35 -> Document ID: 7e8btgoo ; Score: 0.45458748852256503
Top 36 -> Document ID: eag3xcyt ; Score: 0.45267620338988235
Top 37 -> Document ID: a2x1hvkk ; Score: 0.449483373113049
Top 38 -> Document ID: 8n2s0bl1 ; Score: 0.4459405098655134
Top 39 -> Document ID: qa4rq9uu ; Score: 0.43726187168609254
Top 40 -> Document ID: drgmqjbf ; Score: 0.43696915990262536
Top 41 -> Document ID: gbyyehbu ; Score: 0.4352118506271794
Top 42 -> Document ID: v5sya5to ; Score: 0.4343850722900476
Top 43 -> Document ID: zmaw9lbz ; Score: 0.4341822099925984
Top 44 -> Document ID: ssa59gng ; Score: 0.4291405241667727
Top 45 -> Document ID: sprvon1t ; Score: 0.4290537505246381
Top 46 -> Document ID: knv0zd26 ; Score: 0.4274391947142704
Top 47 -> Document ID: hrb0shhg ; Score: 0.42626602145067305
Top 48 -> Document ID: 08ds967z ; Score: 0.4255785416347534
Top 49 -> Document ID: 9ai2bmqp ; Score: 0.42473332884197823
Top 50 -> Document ID: m7eonmga ; Score: 0.4244411290889592
Query ID: 17 ; Query: coronavirus clinical trials
Top 1 -> Document ID: iwsa760n ; Score: 1.6895723482237663
Top 2 -> Document ID: 61ytvjrb ; Score: 1.618054016265485
Top 3 -> Document ID: wm0forsu ; Score: 1.601925790849948
Top 4 -> Document ID: t1wpujpm ; Score: 1.4924086934347973
